form_code,form_title,group,court_routing,package_key,relationship_type,county,confidence_score,mapping_source,status,notes
UD-3,Affirmation of Service,Modification,SUPREME_AND_FAMILY_OVERLAP,PKG_MODIFICATION,OPTIONAL,,0.90,SUPPORTING_DOCUMENT,MAPPED,Catalog supporting_documents: AFFIDAVIT_OF_SERVICE
UD-3,Affirmation of Service,Family Court Family Offense,SUPREME_AND_FAMILY_OVERLAP,PKG_ORDER_OF_PROTECTION,OPTIONAL,,0.90,SUPPORTING_DOCUMENT,MAPPED,Catalog supporting_documents: AFFIDAVIT_OF_SERVICE
UD-3,Affirmation of Service,Supreme Court Matrimonial,SUPREME_AND_FAMILY_OVERLAP,PKG_SERVICE,REQUIRED,,1.00,CATALOG_REQUIRED,MAPPED,Catalog required_forms: UD-3
UD-3,Affirmation of Service,Supreme Court Matrimonial,SUPREME_AND_FAMILY_OVERLAP,PKG_SERVICE,OPTIONAL,,0.90,SUPPORTING_DOCUMENT,MAPPED,Catalog supporting_documents: AFFIDAVIT_OF_SERVICE
UD-4 and UD-4a,Sworn Statement of Removal of Barriers to Remarriage,Supreme Court Matrimonial,SUPREME_AND_FAMILY_OVERLAP,PKG_SERVICE,OPTIONAL,,0.95,CATALOG_OPTIONAL,MAPPED,Catalog optional_forms: UD-4
UD-5,Affirmation (Affidavit) of Regularity,Supreme Court Matrimonial,SUPREME_COURT,PKG_DEFAULT_DIVORCE,REQUIRED,,1.00,CATALOG_REQUIRED,MAPPED,Catalog required_forms: UD-5
UD-5,Affirmation (Affidavit) of Regularity,Supreme Court Matrimonial,SUPREME_COURT,PKG_DEFAULT_DIVORCE,OPTIONAL,,0.90,SUPPORTING_DOCUMENT,MAPPED,Catalog supporting_documents: AFFIDAVIT_OF_REGULARITY
UD-5,Affirmation (Affidavit) of Regularity,Supreme Court Matrimonial,SUPREME_COURT,PKG_JUDGMENT,OPTIONAL,,0.90,SUPPORTING_DOCUMENT,MAPPED,Catalog supporting_documents: AFFIDAVIT_OF_REGULARITY
UD-5,Affirmation (Affidavit) of Regularity,Supreme Court Matrimonial,SUPREME_COURT,PKG_RESPONSE,REQUIRED,,1.00,CATALOG_REQUIRED,MAPPED,Catalog required_forms: UD-5
UD-6,Sworn Affirmation of Plaintiff,Supreme Court Matrimonial,SUPREME_AND_FAMILY_OVERLAP,PKG_DEFAULT_DIVORCE,REQUIRED,,1.00,CATALOG_REQUIRED,MAPPED,Catalog required_forms: UD-6
UD-6,Sworn Affirmation of Plaintiff,Supreme Court Matrimonial,SUPREME_AND_FAMILY_OVERLAP,PKG_JUDGMENT,REQUIRED,,1.00,CATALOG_REQUIRED,MAPPED,Catalog required_forms: UD-6
UD-7,Affirmation of Defendant,Supreme Court Matrimonial,SUPREME_COURT,PKG_DEFAULT_DIVORCE,REQUIRED,,1.00,CATALOG_REQUIRED,MAPPED,Catalog required_forms: UD-7
UD-7,Affirmation of Defendant,Supreme Court Matrimonial,SUPREME_COURT,PKG_JUDGMENT,REQUIRED,,1.00,CATALOG_REQUIRED,MAPPED,Catalog required_forms: UD-7
UD-8(1),Annual Income Worksheet,Supreme Court Matrimonial,SUPREME_AND_FAMILY_OVERLAP,PKG_CONTESTED_COMMENCEMENT,OPTIONAL,,0.95,CATALOG_OPTIONAL,MAPPED,Catalog optional_forms: UD-8
UD-8(1),Annual Income Worksheet,Supreme Court Matrimonial,SUPREME_AND_FAMILY_OVERLAP,PKG_DEFAULT_DIVORCE,OPTIONAL,,0.95,CATALOG_OPTIONAL,MAPPED,Catalog optional_forms: UD-8
UD-8(1),Annual Income Worksheet,Supreme Court Matrimonial,SUPREME_AND_FAMILY_OVERLAP,PKG_DEFAULT_DIVORCE,CONDITIONAL,,0.60,CONDITIONAL_RULE,MAPPED,Annual income worksheet
UD-8(1),Annual Income Worksheet,Supreme Court Matrimonial,SUPREME_AND_FAMILY_OVERLAP,PKG_JUDGMENT,OPTIONAL,,0.95,CATALOG_OPTIONAL,MAPPED,Catalog optional_forms: UD-8
UD-8(1),Annual Income Worksheet,Supreme Court Matrimonial,SUPREME_AND_FAMILY_OVERLAP,PKG_JUDGMENT,CONDITIONAL,,0.60,CONDITIONAL_RULE,MAPPED,Annual income worksheet
UD-8(1),Annual Income Worksheet,Supreme Court Matrimonial,SUPREME_AND_FAMILY_OVERLAP,PKG_SETTLEMENT,OPTIONAL,,0.95,CATALOG_OPTIONAL,MAPPED,Catalog optional_forms: UD-8
UD-8(1),Annual Income Worksheet,Supreme Court Matrimonial,SUPREME_AND_FAMILY_OVERLAP,PKG_SETTLEMENT,CONDITIONAL,,0.60,CONDITIONAL_RULE,MAPPED,Annual income worksheet
UD-8(1),Annual Income Worksheet,Supreme Court Matrimonial,SUPREME_AND_FAMILY_OVERLAP,PKG_UNCONTESTED_WITH_CHILDREN,REQUIRED,,0.80,ALIAS_RESOLUTION,MAPPED,Catalog required_forms: UD-8
UD-8(1),Annual Income Worksheet,Supreme Court Matrimonial,SUPREME_AND_FAMILY_OVERLAP,PKG_UNCONTESTED_WITH_CHILDREN,OPTIONAL,,0.95,CATALOG_OPTIONAL,MAPPED,Catalog optional_forms: UD-8b
UD-8(1),Annual Income Worksheet,Supreme Court Matrimonial,SUPREME_AND_FAMILY_OVERLAP,PKG_UNCONTESTED_WITH_CHILDREN,CONDITIONAL,,0.60,CONDITIONAL_RULE,MAPPED,Annual income worksheet
UD-8(2),Maintenance Guidelines Worksheet,Supreme Court Matrimonial,SUPREME_COURT,PKG_CONTESTED_COMMENCEMENT,OPTIONAL,,0.95,CATALOG_OPTIONAL,MAPPED,Catalog optional_forms: UD-8
UD-8(2),Maintenance Guidelines Worksheet,Supreme Court Matrimonial,SUPREME_COURT,PKG_DEFAULT_DIVORCE,OPTIONAL,,0.95,CATALOG_OPTIONAL,MAPPED,Catalog optional_forms: UD-8
UD-8(2),Maintenance Guidelines Worksheet,Supreme Court Matrimonial,SUPREME_COURT,PKG_JUDGMENT,OPTIONAL,,0.95,CATALOG_OPTIONAL,MAPPED,Catalog optional_forms: UD-8
UD-8(2),Maintenance Guidelines Worksheet,Supreme Court Matrimonial,SUPREME_COURT,PKG_JUDGMENT,CONDITIONAL,,0.60,CONDITIONAL_RULE,MAPPED,Maintenance guidelines worksheet
UD-8(2),Maintenance Guidelines Worksheet,Supreme Court Matrimonial,SUPREME_COURT,PKG_SETTLEMENT,OPTIONAL,,0.95,CATALOG_OPTIONAL,MAPPED,Catalog optional_forms: UD-8
UD-8(2),Maintenance Guidelines Worksheet,Supreme Court Matrimonial,SUPREME_COURT,PKG_SETTLEMENT,CONDITIONAL,,0.60,CONDITIONAL_RULE,MAPPED,Maintenance guidelines worksheet
UD-8(2),Maintenance Guidelines Worksheet,Supreme Court Matrimonial,SUPREME_COURT,PKG_UNCONTESTED_WITH_CHILDREN,REQUIRED,,0.80,ALIAS_RESOLUTION,MAPPED,Catalog required_forms: UD-8
UD-8(2),Maintenance Guidelines Worksheet,Supreme Court Matrimonial,SUPREME_COURT,PKG_UNCONTESTED_WITH_CHILDREN,OPTIONAL,,0.95,CATALOG_OPTIONAL,MAPPED,Catalog optional_forms: UD-8b
UD-8(2),Maintenance Guidelines Worksheet,Supreme Court Matrimonial,SUPREME_COURT,PKG_UNCONTESTED_WITH_CHILDREN,CONDITIONAL,,0.60,CONDITIONAL_RULE,MAPPED,Maintenance guidelines worksheet
UD-8(3),Child Support Worksheet,Supreme Court Matrimonial,SUPREME_AND_FAMILY_OVERLAP,PKG_CONTESTED_COMMENCEMENT,OPTIONAL,,0.95,CATALOG_OPTIONAL,MAPPED,Catalog optional_forms: UD-8
UD-8(3),Child Support Worksheet,Supreme Court Matrimonial,SUPREME_AND_FAMILY_OVERLAP,PKG_DEFAULT_DIVORCE,OPTIONAL,,0.95,CATALOG_OPTIONAL,MAPPED,Catalog optional_forms: UD-8
UD-8(3),Child Support Worksheet,Supreme Court Matrimonial,SUPREME_AND_FAMILY_OVERLAP,PKG_DEFAULT_DIVORCE,CONDITIONAL,,0.60,CONDITIONAL_RULE,MAPPED,Child support worksheet
UD-8(3),Child Support Worksheet,Supreme Court Matrimonial,SUPREME_AND_FAMILY_OVERLAP,PKG_JUDGMENT,OPTIONAL,,0.95,CATALOG_OPTIONAL,MAPPED,Catalog optional_forms: UD-8
UD-8(3),Child Support Worksheet,Supreme Court Matrimonial,SUPREME_AND_FAMILY_OVERLAP,PKG_JUDGMENT,CONDITIONAL,,0.60,CONDITIONAL_RULE,MAPPED,Child support worksheet
UD-8(3),Child Support Worksheet,Supreme Court Matrimonial,SUPREME_AND_FAMILY_OVERLAP,PKG_SETTLEMENT,OPTIONAL,,0.95,CATALOG_OPTIONAL,MAPPED,Catalog optional_forms: UD-8
UD-8(3),Child Support Worksheet,Supreme Court Matrimonial,SUPREME_AND_FAMILY_OVERLAP,PKG_SETTLEMENT,CONDITIONAL,,0.60,CONDITIONAL_RULE,MAPPED,Child support worksheet
UD-8(3),Child Support Worksheet,Supreme Court Matrimonial,SUPREME_AND_FAMILY_OVERLAP,PKG_UNCONTESTED_WITH_CHILDREN,REQUIRED,,0.80,ALIAS_RESOLUTION,MAPPED,Catalog required_forms: UD-8
UD-8(3),Child Support Worksheet,Supreme Court Matrimonial,SUPREME_AND_FAMILY_OVERLAP,PKG_UNCONTESTED_WITH_CHILDREN,OPTIONAL,,0.95,CATALOG_OPTIONAL,MAPPED,Catalog optional_forms: UD-8b
UD-8(3),Child Support Worksheet,Supreme Court Matrimonial,SUPREME_AND_FAMILY_OVERLAP,PKG_UNCONTESTED_WITH_CHILDREN,CONDITIONAL,,0.60,CONDITIONAL_RULE,MAPPED,Child support worksheet
UD-8a,Support Collection Unit Information Sheet,Supreme Court Matrimonial,SUPREME_COURT,PKG_CONTESTED_COMMENCEMENT,OPTIONAL,,0.95,CATALOG_OPTIONAL,MAPPED,Catalog optional_forms: UD-8
UD-8a,Support Collection Unit Information Sheet,Supreme Court Matrimonial,SUPREME_COURT,PKG_DEFAULT_DIVORCE,OPTIONAL,,0.95,CATALOG_OPTIONAL,MAPPED,Catalog optional_forms: UD-8
UD-8a,Support Collection Unit Information Sheet,Supreme Court Matrimonial,SUPREME_COURT,PKG_JUDGMENT,OPTIONAL,,0.95,CATALOG_OPTIONAL,MAPPED,Catalog optional_forms: UD-8
UD-8a,Support Collection Unit Information Sheet,Supreme Court Matrimonial,SUPREME_COURT,PKG_JUDGMENT,CONDITIONAL,,0.60,CONDITIONAL_RULE,MAPPED,SCU information sheet
UD-8a,Support Collection Unit Information Sheet,Supreme Court Matrimonial,SUPREME_COURT,PKG_SETTLEMENT,OPTIONAL,,0.95,CATALOG_OPTIONAL,MAPPED,Catalog optional_forms: UD-8
UD-8a,Support Collection Unit Information Sheet,Supreme Court Matrimonial,SUPREME_COURT,PKG_UNCONTESTED_WITH_CHILDREN,REQUIRED,,0.80,ALIAS_RESOLUTION,MAPPED,Catalog required_forms: UD-8
UD-8a,Support Collection Unit Information Sheet,Supreme Court Matrimonial,SUPREME_COURT,PKG_UNCONTESTED_WITH_CHILDREN,OPTIONAL,,0.95,CATALOG_OPTIONAL,MAPPED,Catalog optional_forms: UD-8b
UD-8a,Support Collection Unit Information Sheet,Supreme Court Matrimonial,SUPREME_COURT,PKG_UNCONTESTED_WITH_CHILDREN,CONDITIONAL,,0.60,CONDITIONAL_RULE,MAPPED,SCU information sheet
UD-8b,Qualified Medical Child Support Order,Supreme Court Matrimonial,FAMILY_COURT,PKG_CONTESTED_COMMENCEMENT,OPTIONAL,,0.95,CATALOG_OPTIONAL,MAPPED,Catalog optional_forms: UD-8
UD-8b,Qualified Medical Child Support Order,Supreme Court Matrimonial,FAMILY_COURT,PKG_DEFAULT_DIVORCE,OPTIONAL,,0.95,CATALOG_OPTIONAL,MAPPED,Catalog optional_forms: UD-8
UD-8b,Qualified Medical Child Support Order,Supreme Court Matrimonial,FAMILY_COURT,PKG_JUDGMENT,OPTIONAL,,0.95,CATALOG_OPTIONAL,MAPPED,Catalog optional_forms: UD-8
UD-8b,Qualified Medical Child Support Order,Supreme Court Matrimonial,FAMILY_COURT,PKG_SETTLEMENT,OPTIONAL,,0.95,CATALOG_OPTIONAL,MAPPED,Catalog optional_forms: UD-8
UD-8b,Qualified Medical Child Support Order,Supreme Court Matrimonial,FAMILY_COURT,PKG_UNCONTESTED_WITH_CHILDREN,REQUIRED,,0.80,ALIAS_RESOLUTION,MAPPED,Catalog required_forms: UD-8
UD-8b,Qualified Medical Child Support Order,Supreme Court Matrimonial,FAMILY_COURT,PKG_UNCONTESTED_WITH_CHILDREN,OPTIONAL,,0.95,CATALOG_OPTIONAL,MAPPED,Catalog optional_forms: UD-8b
UD-9,Note of Issue,Supreme Court Matrimonial,SUPREME_COURT,PKG_JUDGMENT,OPTIONAL,,0.90,SUPPORTING_DOCUMENT,MAPPED,Catalog supporting_documents: NOI
UD-9,Note of Issue,Supreme Court Matrimonial,SUPREME_COURT,PKG_TRIAL,REQUIRED,,0.80,ALIAS_RESOLUTION,MAPPED,Catalog required_forms: NOI
UIFSA-1,Child Support Enforcement Transmittal #1 Initial Request,Enforcement,FAMILY_COURT,PKG_ENFORCEMENT,CONDITIONAL,,0.60,AI_INFERENCE,MAPPED,Classifier/heuristic inference
UIFSA-11,Notice of Registration of Out-of-State Support Order,UNGROUPED,FAMILY_COURT,,,,,,ORPHAN_IN_SCOPE,Relevant to production packages but no valid mapping
UIFSA-12,Petition to Vacate Registration of Out-of-State Support Order,UNGROUPED,FAMILY_COURT,,,,,,ORPHAN_IN_SCOPE,Relevant to production packages but no valid mapping
UIFSA-13,Order on Petition to Vacate Registration of Out-of-State Support Order,Family Court Child Support,FAMILY_COURT,,,,,,ORPHAN_IN_SCOPE,Relevant to production packages but no valid mapping
UIFSA-14,Child Support Agency Confidential Information Form,Family Court Child Support,FAMILY_COURT,,,,,,ORPHAN_IN_SCOPE,Relevant to production packages but no valid mapping
UIFSA-15,Personal Information Form for UIFSA § 311,Family Court Child Support,FAMILY_COURT,,,,,,ORPHAN_IN_SCOPE,Relevant to production packages but no valid mapping
UIFSA-2,Child Support Enforcement Transmittal #2 Subsequent Actions,Enforcement,FAMILY_COURT,PKG_ENFORCEMENT,CONDITIONAL,,0.60,AI_INFERENCE,MAPPED,Classifier/heuristic inference
UIFSA-3,Child Support Enforcement Transmittal #3 Request for Assistance/Discovery,Supreme Court Matrimonial,FAMILY_COURT,PKG_DISCOVERY,REQUIRED,,0.80,ALIAS_RESOLUTION,MAPPED,Catalog required_forms: NOTICE_FOR_DISCOVERY_INSPECTION
UIFSA-4,Uniform Support Petition,Enforcement,FAMILY_COURT,PKG_ENFORCEMENT,CONDITIONAL,,0.60,AI_INFERENCE,MAPPED,Classifier/heuristic inference
UIFSA-5,General Testimony,Supreme Court Matrimonial,SUPREME_COURT,,,,,,ORPHAN_IN_SCOPE,Relevant to production packages but no valid mapping
UIFSA-5a,Instructions for General Testimony,Family Court Child Support,FAMILY_COURT,,,,,,ORPHAN_IN_SCOPE,Relevant to production packages but no valid mapping
UIFSA-6,Affidavit in Support of Establishment of Paternity,UNGROUPED,FAMILY_COURT,,,,,,ORPHAN_OUT_OF_SCOPE,"Non-MVP workflow (adoption, paternity, guardianship, JD/PINS, etc.)"
UIFSA-7,Locate Data Sheet,Family Court Child Support,FAMILY_COURT,,,,,,ORPHAN_IN_SCOPE,Relevant to production packages but no valid mapping
UIFSA-8,Notice of Determination of Controlling Order,Family Court Child Support,FAMILY_COURT,,,,,,ORPHAN_IN_SCOPE,Relevant to production packages but no valid mapping
UIFSA-9,Registration Statement,Family Court Child Support,FAMILY_COURT,,,,,,ORPHAN_IN_SCOPE,Relevant to production packages but no valid mapping
UNCODED-103,Composite Uncontested Divorce Forms,Supreme Court Matrimonial,SUPREME_COURT,,,,,,ORPHAN_IN_SCOPE,Relevant to production packages but no valid mapping
UNCODED-109,Court Records Request by Mail or Email Form,Family Court Custody,FAMILY_COURT,PKG_CUSTODY_PETITION,CONDITIONAL,,0.60,AI_INFERENCE,MAPPED,Classifier/heuristic inference
UNCODED-110,Court Reporter Transcript Request Form,UNGROUPED,FAMILY_COURT,,,,,,ORPHAN_OUT_OF_SCOPE,Ungrouped court form outside MVP scope
UNCODED-120,Electronic Recording Transcript Request Form,UNGROUPED,FAMILY_COURT,,,,,,ORPHAN_OUT_OF_SCOPE,Ungrouped court form outside MVP scope
UNCODED-157,Net Worth Statement,Supreme Court Matrimonial,SUPREME_AND_FAMILY_OVERLAP,PKG_DISCOVERY,REQUIRED,,0.80,ALIAS_RESOLUTION,MAPPED,Catalog required_forms: STATEMENT_OF_NET_WORTH
UNCODED-162,Notice Concerning Continuation of Health Care Coverage,Supreme Court Matrimonial,SUPREME_COURT,PKG_CONTESTED_COMMENCEMENT,OPTIONAL,,0.90,SUPPORTING_DOCUMENT,MAPPED,Catalog supporting_documents: NOTICE_HEALTH_CARE
UNCODED-162,Notice Concerning Continuation of Health Care Coverage,Supreme Court Matrimonial,SUPREME_COURT,PKG_UNCONTESTED_NO_CHILDREN,OPTIONAL,,0.90,SUPPORTING_DOCUMENT,MAPPED,Catalog supporting_documents: NOTICE_HEALTH_CARE
UNCODED-162,Notice Concerning Continuation of Health Care Coverage,Supreme Court Matrimonial,SUPREME_AND_FAMILY_OVERLAP,PKG_UNCONTESTED_WITH_CHILDREN,OPTIONAL,,0.90,SUPPORTING_DOCUMENT,MAPPED,Catalog supporting_documents: NOTICE_HEALTH_CARE
UNCODED-163,Notice Of Automatic Orders,Supreme Court Matrimonial,SUPREME_COURT,PKG_CONTESTED_COMMENCEMENT,OPTIONAL,,0.90,SUPPORTING_DOCUMENT,MAPPED,Catalog supporting_documents: NOTICE_AUTOMATIC_ORDERS
UNCODED-163,Notice Of Automatic Orders,Supreme Court Matrimonial,SUPREME_COURT,PKG_UNCONTESTED_NO_CHILDREN,OPTIONAL,,0.90,SUPPORTING_DOCUMENT,MAPPED,Catalog supporting_documents: NOTICE_AUTOMATIC_ORDERS
UNCODED-163,Notice Of Automatic Orders,Supreme Court Matrimonial,SUPREME_COURT,PKG_UNCONTESTED_WITH_CHILDREN,OPTIONAL,,0.90,SUPPORTING_DOCUMENT,MAPPED,Catalog supporting_documents: NOTICE_AUTOMATIC_ORDERS
UNCODED-167,Notice of Guideline Maintenance,Supreme Court Matrimonial,SUPREME_COURT,,,,,,ORPHAN_IN_SCOPE,Relevant to production packages but no valid mapping
UNCODED-17,Adoption–Waiver of Notice of Petition for Access to Sealed Adoption Records,UNGROUPED,UNSUPPORTED,,,,,,ORPHAN_OUT_OF_SCOPE,"Non-MVP workflow (adoption, paternity, guardianship, JD/PINS, etc.)"
UNCODED-187,Notice of Settlement,Supreme Court Matrimonial,SUPREME_COURT,PKG_SETTLEMENT,OPTIONAL,,0.95,CATALOG_OPTIONAL,MAPPED,Catalog optional_forms: NOTICE_OF_SETTLEMENT
UNCODED-192,NYS Case Registry Filing Form for use with Non-IV-D orders,Family Court Family Offense,SUPREME_COURT,PKG_ORDER_OF_PROTECTION,CONDITIONAL,,0.60,AI_INFERENCE,MAPPED,Classifier/heuristic inference
UNCODED-350,Order to Terminate or Sever Lease (Criminal),Family Court Family Offense,FAMILY_COURT,PKG_ORDER_OF_PROTECTION,CONDITIONAL,,0.60,AI_INFERENCE,MAPPED,Classifier/heuristic inference
UNCODED-38,"Affirmation in Support of Application to Waive Court Costs, Fees and Expenses",Supreme Court Matrimonial,SUPREME_COURT,PKG_MOTION,REQUIRED,,0.80,ALIAS_RESOLUTION,MAPPED,Catalog required_forms: AFFIDAVIT_IN_SUPPORT
UNCODED-429,Postcard Sample,Supreme Court Matrimonial,SUPREME_COURT,PKG_SERVICE,OPTIONAL,,0.90,SUPPORTING_DOCUMENT,MAPPED,Catalog supporting_documents: POSTCARD_SAMPLE
UNCODED-430,Preliminary Conference Order,Supreme Court Matrimonial,SUPREME_COURT,PKG_DISCOVERY,OPTIONAL,,0.90,SUPPORTING_DOCUMENT,MAPPED,Catalog supporting_documents: PRELIMINARY_CONFERENCE_ORDER
UNCODED-447,Short Form Application for Child Support Services,Family Court Child Support,SUPREME_AND_FAMILY_OVERLAP,,,,,,ORPHAN_IN_SCOPE,Relevant to production packages but no valid mapping
UNCODED-48,Affirmation in Support of Request for a Court Appointed Attorney,Supreme Court Matrimonial,FAMILY_COURT,PKG_MOTION,REQUIRED,,0.80,ALIAS_RESOLUTION,MAPPED,Catalog required_forms: AFFIDAVIT_IN_SUPPORT
UNCODED-494,Withdrawal Request,Family Court Family Offense,FAMILY_COURT,PKG_ORDER_OF_PROTECTION,CONDITIONAL,,0.60,AI_INFERENCE,MAPPED,Classifier/heuristic inference
UNCODED-72,Application for an Order to Terminate or Sever Lease (Criminal),Family Court Family Offense,SUPREME_COURT,PKG_ORDER_OF_PROTECTION,CONDITIONAL,,0.60,AI_INFERENCE,MAPPED,Classifier/heuristic inference
VR 47,Notification of Order of Adoption,UNGROUPED,UNSUPPORTED,,,,,,ORPHAN_OUT_OF_SCOPE,"Non-MVP workflow (adoption, paternity, guardianship, JD/PINS, etc.)"
